고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,고객등급
K148030,여,42,23-Jan-97,45.266667,10,선불,CAT 200,유지,S50,1
K148040,여,41,26-Aug-97,38.1,1,선불,CAT 200,유지,S80,2
K148050,여,30,26-Apr-96,54.333333,0,선불,CAT 200,유지,S80,2
K148060,남,52,17-Apr-98,30.3,2,선불,CAT 200,유지,S50,2
K148070,여,38,02-Jul-98,27.766667,4,선불,CAT 200,이탈,ASAD90,1
K148080,남,27,28-Apr-97,42.1,2,선불,CAT 200,유지,S50,2
K148090,여,48,03-Nov-99,11.466667,1,선불,CAT 200,유지,ASAD170,5
K148100,여,53,20-Apr-99,18.033333,1,선불,CAT 200,유지,S80,
K148110,남,27,17-Sep-96,49.533333,1,선불,CAT 200,유지,S50,1
K148120,여,30,15-Oct-99,12.1,0,선불,CAT 200,유지,S80,5
K148130,여,27,06-Aug-99,14.433333,6,선불,CAT 200,유지,S50,3
K148140,여,28,04-Jan-99,21.566667,0,선불,CAT 200,이탈,ASAD90,3
K148150,여,38,09-Jun-99,16.366667,1,선불,CAT 200,유지,S50,1
K148160,여,50,12-Jan-97,45.633333,0,선불,CAT 200,유지,S80,4
K148170,남,30,11-Jul-96,51.8,9,선불,CAT 200,유지,S50,1
K148180,여,37,31-Dec-98,21.7,0,선불,CAT 200,유지,S50,
K148190,여,28,14-Oct-97,36.466667,1,선불,CAT 200,이탈,ASAD90,4
K148200,남,62,16-Jan-98,33.333333,2,선불,CAT 200,유지,ASAD170,3
K148210,여,33,13-Jun-99,16.233333,1,선불,CAT 200,유지,S80,2
K148220,남,29,19-Sep-97,37.3,0,선불,CAT 200,유지,S50,3
K148230,여,35,04-Jan-98,33.733333,4,선불,CAT 200,유지,ASAD170,5
K148240,남,33,19-Jun-97,40.366667,2,선불,CAT 200,이탈,S50,1
K148250,여,37,23-Feb-96,56.433333,0,선불,CAT 200,유지,ASAD170,
K148260,여,39,11-Dec-96,46.7,2,선불,CAT 200,이탈,ASAD90,3
K148270,남,29,18-Dec-98,22.133333,2,선불,CAT 200,이탈,ASAD90,1
K148280,여,60,07-Sep-98,25.533333,2,선불,CAT 200,유지,ASAD170,4
K148290,여,28,18-Jun-98,28.233333,4,선불,CAT 200,이탈,ASAD90,1
K148300,여,29,28-Jan-97,45.1,0,선불,CAT 200,유지,ASAD170,2
K148310,남,70,19-Jul-99,15.033333,2,선불,CAT 200,이탈,ASAD90,3
K148320,남,26,22-Sep-97,37.2,10,선불,CAT 200,유지,S80,4
K148330,남,35,01-Jan-96,58.2,2,선불,CAT 200,유지,ASAD170,
K148340,남,46,16-Apr-98,30.333333,9,선불,CAT 200,유지,S50,3
K148350,남,41,21-Aug-96,50.433333,8,선불,CAT 200,유지,ASAD170,1
K148360,남,58,26-Jan-98,33,7,선불,CAT 200,유지,S80,3
K148370,여,56,08-May-99,17.433333,1,선불,CAT 200,유지,S50,5
K148380,여,35,21-Jan-99,21,3,선불,CAT 200,유지,ASAD170,1
K148390,남,46,04-Sep-97,37.8,1,선불,CAT 200,유지,S80,1
K148400,남,68,17-Nov-96,47.5,8,선불,CAT 200,유지,ASAD170,3
K148410,여,40,22-Jun-98,28.1,1,선불,CAT 200,유지,ASAD170,
K148420,여,37,11-Feb-97,44.633333,0,선불,CAT 200,유지,S50,5
K148430,여,28,18-Jun-97,40.4,3,선불,CAT 200,유지,S50,
K148440,남,33,07-Feb-97,44.766667,6,선불,CAT 200,유지,S80,4
K148450,남,31,20-Feb-97,44.333333,0,선불,CAT 200,유지,S50,5
K148460,여,40,31-Jan-98,32.833333,1,선불,CAT 200,유지,ASAD170,4
K148470,남,45,24-Nov-98,22.933333,2,선불,CAT 200,유지,S50,3
K148480,남,29,25-Jul-98,27,3,선불,CAT 200,유지,ASAD170,
K148490,여,28,02-Feb-97,44.933333,1,선불,CAT 200,유지,S50,5
K148500,여,26,08-Apr-96,54.933333,0,선불,CAT 200,이탈,ASAD90,5
K148510,남,28,21-Sep-97,37.233333,0,선불,CAT 200,이탈,ASAD90,3
K148520,여,33,18-Apr-97,42.433333,1,선불,CAT 200,유지,S80,3
K148530,남,40,15-Dec-99,10.066667,1,선불,CAT 200,이탈,ASAD90,2
K148540,남,40,14-Jun-98,28.366667,2,선불,CAT 200,유지,ASAD170,5
K148550,남,47,07-Nov-99,11.333333,1,선불,CAT 200,유지,S80,5
K148560,여,59,03-Dec-99,10.466667,0,선불,CAT 200,유지,S80,5
K148570,남,40,19-Nov-96,47.433333,2,선불,CAT 200,유지,S80,5
K148580,남,63,16-Sep-97,37.4,1,선불,CAT 200,유지,S50,
K148590,남,27,04-Mar-99,19.6,1,선불,CAT 200,유지,S50,
K148600,여,48,03-Dec-96,46.966667,2,선불,CAT 200,이탈,ASAD90,3
K148610,여,49,22-Mar-99,19,1,선불,CAT 200,이탈,ASAD90,4
K148620,남,34,18-Oct-99,12,6,선불,CAT 200,유지,S80,3
K148630,남,34,21-Apr-96,54.5,5,선불,CAT 200,이탈,ASAD90,5
K148640,여,33,24-Sep-98,24.966667,1,선불,CAT 200,유지,ASAD170,2
K148650,남,30,20-Jan-99,21.033333,9,선불,CAT 200,유지,ASAD170,2
K148660,남,45,08-Jul-98,27.566667,1,선불,CAT 200,유지,ASAD170,1
K148670,여,67,25-Nov-98,22.9,1,선불,CAT 200,이탈,ASAD90,
K148680,여,26,05-Oct-97,36.766667,9,선불,CAT 200,유지,S50,3
K148690,여,51,21-Jul-99,14.966667,0,선불,CAT 200,유지,S80,5
K148700,여,71,07-Dec-96,46.833333,1,선불,CAT 200,유지,ASAD170,3
K148710,남,39,31-Dec-99,9.533333,1,선불,CAT 200,유지,S80,3
K148720,남,42,27-Feb-98,31.933333,2,선불,CAT 200,이탈,ASAD90,4
K148730,여,56,03-Sep-96,50,2,선불,CAT 200,유지,S80,1
K148740,여,45,05-Sep-97,37.766667,1,선불,CAT 200,이탈,ASAD90,
K148750,여,43,22-May-96,53.466667,1,선불,CAT 200,유지,ASAD170,3
K148760,남,31,01-Nov-97,35.866667,1,선불,CAT 200,유지,S80,1
K148770,남,31,26-Apr-97,42.166667,8,선불,CAT 200,유지,S50,5
K148780,여,36,15-Jan-98,33.366667,0,선불,CAT 200,유지,S80,2
K148790,남,32,23-Mar-97,43.3,6,선불,CAT 200,유지,ASAD170,5
K148800,남,32,26-Jun-98,27.966667,0,선불,CAT 200,유지,ASAD170,4
K148810,남,47,13-Jun-98,28.4,2,선불,CAT 200,이탈,ASAD90,5
K148820,남,30,26-Feb-99,19.8,1,선불,CAT 200,유지,S80,3
K148830,남,29,22-Mar-99,19,2,선불,CAT 200,이탈,ASAD90,1
K148840,남,30,31-May-96,53.166667,1,선불,CAT 200,유지,S80,2
K148850,남,76,03-Mar-96,56.133333,2,선불,CAT 200,유지,S50,
K148860,여,45,02-Jan-97,45.966667,0,선불,CAT 200,이탈,ASAD90,
K148870,남,32,28-Sep-99,12.666667,0,선불,CAT 200,이탈,ASAD90,5
K148880,남,32,19-Apr-97,42.4,0,선불,CAT 200,이탈,ASAD90,4
K148890,남,35,03-Dec-98,22.633333,0,선불,CAT 200,유지,ASAD170,5
K148900,여,40,24-Dec-97,34.1,0,선불,CAT 200,이탈,ASAD90,5
K148910,여,60,16-Dec-98,22.2,0,선불,CAT 200,이탈,S50,
K148920,남,41,12-Jun-97,40.6,1,선불,CAT 200,유지,S50,3
K148930,남,26,04-Jul-99,15.533333,2,선불,CAT 200,유지,ASAD170,1
K148940,남,37,16-Nov-99,11.033333,2,선불,CAT 200,이탈,ASAD90,1
K148950,남,30,10-Jan-98,33.533333,1,선불,CAT 200,유지,S50,4
K148960,남,44,02-Aug-96,51.066667,2,선불,CAT 200,유지,S50,3
K148970,여,38,06-Feb-97,44.8,0,선불,CAT 200,유지,S80,4
K148980,여,26,31-Aug-98,25.766667,5,선불,CAT 200,유지,ASAD170,3
K148990,여,39,07-Apr-97,42.8,11,선불,CAT 200,유지,ASAD170,4
K149000,여,31,27-Jan-96,57.333333,9,선불,CAT 200,유지,S80,1
K149010,남,39,03-Sep-98,25.666667,9,선불,CAT 200,이탈,ASAD90,3
K149020,남,34,14-Jan-97,45.566667,1,선불,CAT 200,유지,S50,
K149030,여,36,11-Feb-97,44.633333,2,선불,CAT 200,유지,ASAD170,4
K149040,남,33,05-Jun-96,53,9,선불,CAT 200,이탈,ASAD90,2
K149050,여,58,10-May-98,29.533333,8,선불,CAT 200,유지,ASAD170,3
K149060,남,26,22-Mar-98,31.166667,0,선불,CAT 200,유지,S50,5
K149070,남,32,02-Sep-99,13.533333,2,선불,CAT 200,유지,S50,3
K149080,여,31,12-Jul-96,51.766667,4,선불,CAT 200,유지,S50,4
K149090,여,26,05-Feb-97,44.833333,1,선불,CAT 200,유지,S50,4
K149100,여,39,04-Jun-99,16.533333,0,선불,CAT 200,유지,ASAD170,4
K149110,여,41,18-Jun-98,28.233333,2,선불,CAT 200,이탈,S80,1
K149120,남,41,03-Feb-96,57.1,1,선불,CAT 200,이탈,ASAD90,4
K149130,남,33,11-Feb-96,56.833333,0,선불,CAT 200,이탈,ASAD90,4
K149140,남,57,01-Aug-97,38.933333,0,선불,CAT 200,유지,ASAD170,1
K149150,남,32,01-May-99,17.666667,11,선불,CAT 200,유지,S80,2
K149160,여,41,02-Jun-98,28.766667,9,선불,CAT 200,유지,S80,
K149170,남,26,24-Oct-99,11.8,2,선불,CAT 200,유지,ASAD170,3
K149180,남,49,03-Aug-98,26.7,2,선불,CAT 200,유지,S80,3
K149190,여,40,24-Sep-96,49.3,0,선불,CAT 200,유지,ASAD170,1
K149200,남,46,21-Jun-99,15.966667,11,선불,CAT 200,유지,S50,4
K149210,남,63,17-Jan-97,45.466667,1,선불,CAT 200,유지,S50,3
K149220,여,43,18-Dec-97,34.3,7,선불,CAT 200,이탈,ASAD90,3
K149230,남,30,24-Aug-96,50.333333,2,선불,CAT 200,유지,S80,5
K149240,남,30,07-Sep-97,37.7,2,선불,CAT 200,유지,ASAD170,1
K149250,남,36,14-Nov-96,47.6,2,선불,CAT 200,유지,S50,2
K149260,남,32,03-May-98,29.766667,0,선불,CAT 200,유지,S80,2
K149270,여,65,04-Dec-98,22.6,0,선불,CAT 200,유지,S80,3
K149280,여,59,05-Jun-97,40.833333,1,선불,CAT 200,유지,S50,5
K149290,여,39,17-Sep-96,49.533333,2,선불,CAT 200,유지,S50,5
K149300,여,43,26-Jan-97,45.166667,0,선불,CAT 200,유지,S50,1
K149310,남,40,09-Jun-97,40.7,9,선불,CAT 200,유지,S50,3
K149320,여,36,18-Apr-96,54.6,0,선불,CAT 200,유지,S50,5
K149330,남,49,22-Oct-96,48.366667,1,선불,CAT 200,이탈,ASAD90,4
K149340,남,49,25-Aug-98,25.966667,6,선불,CAT 200,유지,S80,4
K149350,여,44,05-Feb-99,20.5,0,선불,CAT 200,유지,ASAD170,3
K149360,여,33,07-Feb-97,44.766667,0,선불,CAT 200,유지,S80,1
K149370,여,46,27-Sep-98,24.866667,2,선불,CAT 200,이탈,ASAD90,3
K149380,남,27,26-Jun-99,15.8,0,선불,CAT 200,이탈,ASAD90,2
K149390,남,33,26-Sep-98,24.9,11,선불,CAT 200,유지,S80,4
K149400,여,39,07-Nov-99,11.333333,2,선불,CAT 200,이탈,ASAD90,4
K149410,남,33,28-Jul-99,14.733333,8,선불,CAT 200,이탈,ASAD90,4
K149420,남,30,04-Feb-96,57.066667,9,선불,CAT 200,유지,S80,4
K149430,남,29,10-Feb-97,44.666667,2,선불,CAT 200,유지,S80,4
K149440,여,29,14-Feb-98,32.366667,0,선불,CAT 200,유지,ASAD170,
K149450,남,30,02-Sep-96,50.033333,1,선불,CAT 200,유지,ASAD170,1
K149460,여,35,20-Dec-99,9.9,0,선불,CAT 200,유지,S50,2
K149470,여,71,25-Aug-97,38.133333,7,선불,CAT 200,유지,S50,4
K149480,여,55,16-Nov-97,35.366667,1,선불,CAT 200,유지,S80,3
K149490,여,44,01-Oct-97,36.9,0,선불,CAT 200,유지,S80,5
K149500,여,29,09-Sep-97,37.633333,1,선불,CAT 200,유지,S50,
K149510,남,55,06-Mar-96,56.033333,8,선불,CAT 200,유지,ASAD170,
K149520,여,55,26-Aug-97,38.1,0,선불,CAT 200,유지,ASAD170,5
K149530,여,51,16-Jul-99,15.133333,6,선불,CAT 200,유지,S80,4
K149540,남,32,25-Jun-99,15.833333,2,선불,CAT 200,유지,ASAD170,3
K149550,남,39,11-Apr-97,42.666667,0,선불,CAT 200,유지,S80,2
K149560,여,40,03-Nov-99,11.466667,2,선불,CAT 200,유지,ASAD90,1
K149570,남,29,01-Oct-96,49.066667,0,선불,CAT 200,유지,S50,2
K149580,남,38,08-Apr-97,42.766667,2,선불,CAT 200,유지,S50,1
K149590,남,29,18-Oct-99,12,8,선불,CAT 200,이탈,ASAD90,5
K149600,여,32,13-Jan-99,21.266667,2,선불,CAT 200,유지,S50,3
K149610,남,37,23-Apr-98,30.1,2,선불,CAT 200,유지,S80,4
K149620,여,39,08-Dec-98,22.466667,1,선불,CAT 200,이탈,ASAD90,2
K149630,여,28,21-May-99,17,8,선불,CAT 200,유지,S50,3
K149640,여,29,20-Jan-99,21.033333,0,선불,CAT 200,유지,S50,5
K149650,남,42,05-Dec-97,34.733333,0,선불,CAT 200,유지,ASAD170,5
K149660,남,50,27-Jun-99,15.766667,0,선불,CAT 200,유지,ASAD170,3
K149670,남,42,31-Oct-99,11.566667,0,선불,CAT 200,유지,S80,2
K149680,여,61,20-May-99,17.033333,0,선불,CAT 200,유지,S80,5
K149690,남,26,25-May-98,29.033333,1,선불,CAT 200,유지,S50,1
K149700,여,38,18-Mar-99,19.133333,1,선불,CAT 200,이탈,ASAD90,4
K149710,여,48,05-Dec-97,34.733333,2,선불,CAT 200,유지,S80,5
K149720,여,41,25-Aug-98,25.966667,8,선불,CAT 200,유지,ASAD170,
K149730,남,27,13-Jul-99,15.233333,2,선불,CAT 200,유지,S80,2
K149740,여,44,24-May-97,41.233333,2,선불,CAT 200,유지,S80,1
K149750,여,62,13-Apr-97,42.6,2,선불,CAT 200,유지,ASAD170,2
K149760,남,43,19-Sep-98,25.133333,8,선불,CAT 200,유지,ASAD170,3
K149770,여,41,21-Apr-99,18,1,선불,CAT 200,이탈,S50,1
K149780,여,42,01-Feb-98,32.8,2,선불,CAT 200,유지,ASAD170,
K149790,남,28,22-Jul-96,51.433333,1,선불,CAT 200,유지,S50,1
K149800,여,29,05-Nov-99,11.4,0,선불,CAT 200,유지,S80,4
K149810,남,30,12-Jun-97,40.6,2,선불,CAT 200,이탈,ASAD90,2
K149820,남,30,02-Jul-96,52.1,4,선불,CAT 200,유지,S50,3
K149830,남,27,26-Feb-98,31.966667,10,선불,CAT 200,유지,S80,4
K149840,남,29,03-Aug-96,51.033333,3,선불,CAT 200,유지,S50,5
K149850,남,51,03-Mar-97,43.966667,1,선불,CAT 200,유지,ASAD90,
K149860,여,36,13-Jun-97,40.566667,1,선불,CAT 200,유지,ASAD170,3
K149870,남,31,17-Mar-97,43.5,2,선불,CAT 200,유지,S80,2
K149880,여,29,25-Jan-99,20.866667,2,선불,CAT 200,이탈,ASAD90,1
K149890,여,30,15-Jun-97,40.5,2,선불,CAT 200,유지,S80,1
K149900,여,31,07-Nov-98,23.5,0,선불,CAT 200,이탈,ASAD90,
K149910,남,36,14-Jan-97,45.566667,2,선불,CAT 200,유지,S50,4
K149920,여,39,23-Jan-98,33.1,2,선불,CAT 200,이탈,ASAD90,3
K149930,남,46,11-Jan-98,33.5,2,선불,CAT 200,유지,ASAD170,2
K149940,남,26,11-Dec-96,46.7,2,선불,CAT 200,유지,S80,4
K149950,여,35,14-Apr-97,42.566667,0,선불,CAT 200,이탈,ASAD90,2
K149960,남,35,05-Jan-98,33.7,0,선불,CAT 200,유지,S80,2
K149970,여,28,21-Aug-96,50.433333,0,선불,CAT 200,이탈,ASAD90,3
K149980,남,58,06-Dec-98,22.533333,0,선불,CAT 200,이탈,ASAD90,5
K149990,여,76,15-Apr-96,54.7,2,선불,CAT 200,유지,S50,1
K150000,남,39,07-Feb-99,20.433333,2,선불,CAT 200,유지,S50,1
K150010,여,44,20-Sep-96,49.433333,8,선불,CAT 200,유지,S50,1
K150020,여,56,17-Jun-97,40.433333,0,선불,CAT 200,이탈,ASAD90,
K150030,남,30,16-Mar-96,55.7,0,선불,CAT 200,이탈,ASAD90,5
K150040,여,48,13-Nov-98,23.3,1,선불,CAT 200,유지,S80,2
K150050,여,33,12-Oct-99,12.2,1,선불,CAT 200,유지,S80,5
K150060,여,42,19-Jan-96,57.6,7,선불,CAT 200,유지,ASAD170,5
K150070,남,33,04-Aug-97,38.833333,0,선불,CAT 200,유지,ASAD170,5
K150080,남,55,28-May-99,16.766667,0,선불,CAT 200,유지,S50,5
K150090,여,52,03-Apr-96,55.1,2,선불,CAT 200,유지,S80,3
K150100,남,34,21-Apr-96,54.5,0,선불,CAT 200,유지,S80,4
K150110,남,30,31-Jul-96,51.133333,0,선불,CAT 200,유지,ASAD170,5
K150120,여,30,24-Jan-98,33.066667,10,선불,CAT 200,유지,ASAD170,4
K150130,여,45,25-Sep-98,24.933333,2,선불,CAT 200,유지,S80,3
K150140,여,35,27-May-98,28.966667,1,선불,CAT 200,이탈,ASAD170,4
K150150,남,26,18-Dec-96,46.466667,11,선불,CAT 200,유지,S80,4
K150160,여,54,09-Feb-96,56.9,0,선불,CAT 200,유지,S80,4
K150170,남,29,15-Dec-98,22.233333,11,선불,CAT 200,유지,ASAD170,1
K150180,여,46,02-Nov-98,23.666667,9,선불,CAT 200,유지,S80,5
K150190,남,28,17-Jun-99,16.1,0,선불,CAT 200,이탈,ASAD90,4
K150200,여,26,13-Jan-99,21.266667,8,선불,CAT 200,이탈,ASAD90,
K150210,남,36,09-Oct-96,48.8,4,선불,CAT 200,유지,ASAD170,4
K150220,여,41,07-Aug-97,38.733333,0,선불,CAT 200,유지,S80,4
K150230,남,51,28-Mar-98,30.966667,0,선불,CAT 200,유지,S50,3
K150240,남,50,07-Apr-98,30.633333,1,선불,CAT 200,유지,S50,2
K150250,남,32,05-Sep-96,49.933333,4,선불,CAT 200,유지,S50,5
K150260,남,34,18-Oct-97,36.333333,2,선불,CAT 200,유지,S50,1
K150270,남,40,21-Jan-97,45.333333,1,선불,CAT 200,유지,S50,4
K150280,여,29,16-Jan-97,45.5,0,선불,CAT 200,유지,ASAD170,5
K150290,여,37,17-Sep-98,25.2,2,선불,CAT 200,유지,ASAD170,2
K150300,여,42,27-Oct-99,11.7,0,선불,CAT 200,이탈,ASAD90,1
K150310,여,28,26-Sep-99,12.733333,8,선불,CAT 200,유지,S80,1
K150320,남,47,26-Mar-99,18.866667,0,선불,CAT 200,유지,S50,2
K150330,남,33,23-Feb-96,56.433333,0,선불,CAT 200,유지,S80,2
K150340,여,27,23-Aug-97,38.2,5,선불,CAT 200,유지,S50,2
K150350,남,36,18-Feb-96,56.6,0,선불,CAT 200,유지,ASAD170,4
K150360,여,30,27-Mar-96,55.333333,11,선불,CAT 200,유지,S80,1
K150370,남,26,19-Mar-97,43.433333,2,선불,CAT 200,이탈,ASAD90,1
K150380,남,39,25-Feb-97,44.166667,1,선불,CAT 200,유지,S80,2
K150390,여,42,05-Apr-96,55.033333,0,선불,CAT 200,유지,S80,4
K150400,남,30,22-Nov-97,35.166667,8,선불,CAT 200,유지,S50,1
K150410,남,41,18-Feb-99,20.066667,1,선불,CAT 200,유지,S80,2
K150420,여,57,15-Aug-96,50.633333,2,선불,CAT 200,유지,S50,4
K150430,여,39,10-Oct-99,12.266667,11,선불,CAT 200,유지,S80,2
K150440,남,31,23-Oct-98,24,1,선불,CAT 200,유지,S50,2
K150450,남,40,05-May-96,54.033333,2,선불,CAT 200,유지,ASAD170,4
K150460,남,40,25-Jul-99,14.833333,2,선불,CAT 200,이탈,ASAD90,
K150470,남,54,09-Nov-99,11.266667,9,선불,CAT 200,유지,S80,5
K150480,여,77,21-Mar-99,19.033333,2,선불,CAT 200,이탈,ASAD90,4
K150490,여,33,09-Apr-97,42.733333,3,선불,CAT 200,유지,ASAD170,1
K150500,남,37,06-Sep-98,25.566667,0,선불,CAT 200,유지,S80,5
K150510,여,28,17-Aug-97,38.4,2,선불,CAT 200,유지,ASAD90,
K150520,여,47,08-Aug-97,38.7,0,선불,CAT 200,유지,ASAD170,4
K150530,남,26,04-Nov-96,47.933333,0,선불,CAT 200,유지,ASAD170,5
K150540,남,26,18-Oct-98,24.166667,2,선불,CAT 200,이탈,ASAD90,2
K150550,여,31,19-Nov-99,10.933333,2,선불,CAT 200,유지,S50,4
K150560,여,44,01-Aug-98,26.766667,2,선불,CAT 200,유지,ASAD170,1
K150570,여,47,08-Nov-98,23.466667,4,선불,CAT 200,유지,S80,1
K150580,여,40,26-Aug-98,25.933333,1,선불,CAT 200,유지,ASAD170,1
K150590,남,28,22-Sep-97,37.2,1,선불,CAT 200,유지,ASAD170,3
K150600,여,63,11-Feb-97,44.633333,2,선불,CAT 200,유지,S50,1
K150610,여,40,17-Aug-97,38.4,0,선불,CAT 200,유지,ASAD170,3
K150620,여,40,23-Nov-98,22.966667,2,선불,CAT 200,유지,S80,2
K150630,남,37,16-Oct-96,48.566667,3,선불,CAT 200,유지,ASAD170,1
K150640,여,36,13-Jan-98,33.433333,0,선불,CAT 200,유지,S50,4
K150650,여,36,27-Jul-97,39.1,2,선불,CAT 200,이탈,ASAD90,3
K150660,여,26,04-Aug-97,38.833333,1,선불,CAT 200,유지,ASAD170,4
K150670,여,59,17-Feb-98,32.266667,5,선불,CAT 200,이탈,ASAD90,4
K150680,여,40,25-Dec-97,34.066667,2,선불,CAT 200,이탈,ASAD90,4
K150690,남,31,12-May-97,41.633333,4,선불,CAT 200,유지,S80,2
K150700,여,30,01-Apr-96,55.166667,0,선불,CAT 200,유지,S80,
K150710,여,38,04-Oct-99,12.466667,0,선불,CAT 200,유지,S80,1
K150720,남,78,21-Jun-98,28.133333,1,선불,CAT 200,유지,ASAD90,3
K150730,여,38,15-Jun-96,52.666667,4,선불,CAT 200,유지,S80,3
K150740,남,27,05-Nov-96,47.9,2,선불,CAT 200,유지,ASAD170,1
K150750,여,27,06-Aug-96,50.933333,10,선불,CAT 200,유지,S80,1
K150760,여,57,31-Dec-97,33.866667,9,선불,CAT 200,유지,S50,1
K150770,남,57,15-Jan-99,21.2,0,선불,CAT 200,유지,ASAD170,4
K150780,여,32,17-Mar-98,31.333333,2,선불,CAT 200,이탈,ASAD90,2
K150790,남,43,19-May-97,41.4,0,선불,CAT 200,이탈,ASAD90,4
K150800,남,35,18-Dec-96,46.466667,0,선불,CAT 200,유지,S50,3
K150810,여,46,03-Mar-99,19.633333,10,선불,CAT 200,유지,S80,3
K150820,남,33,12-Sep-98,25.366667,1,선불,CAT 200,이탈,ASAD90,4
K150830,남,36,24-May-99,16.9,4,선불,CAT 200,유지,ASAD170,
K150840,여,73,08-Oct-99,12.333333,0,선불,CAT 200,유지,S80,1
K150850,남,51,06-May-97,41.833333,2,선불,CAT 200,유지,S50,
K150860,여,26,02-Mar-98,31.833333,6,선불,CAT 200,유지,S50,2
K150870,여,28,11-May-99,17.333333,1,선불,CAT 200,유지,ASAD170,3
K150880,남,28,25-Aug-96,50.3,1,선불,CAT 200,유지,S80,1
K150890,여,48,09-Mar-99,19.433333,1,선불,CAT 200,유지,S50,3
K150900,남,26,21-Jul-97,39.3,3,선불,CAT 200,이탈,S50,1
K150910,남,53,16-Aug-99,14.1,2,선불,CAT 200,유지,S50,5
K150920,여,27,18-Sep-98,25.166667,0,선불,CAT 200,유지,S80,
K150930,남,32,12-May-96,53.8,2,선불,CAT 200,유지,S50,3
K150940,여,32,23-Dec-98,21.966667,2,선불,CAT 200,유지,S80,5
K150950,여,35,06-Mar-99,19.533333,2,선불,CAT 200,유지,ASAD170,5
K150960,남,57,03-Apr-98,30.766667,0,선불,CAT 200,유지,S80,4
K150970,남,38,28-Dec-96,46.133333,2,선불,CAT 200,유지,S80,2
K150980,여,30,20-Nov-98,23.066667,0,선불,CAT 200,유지,S80,3
K150990,여,43,10-Dec-99,10.233333,2,선불,CAT 200,유지,ASAD170,1
K151000,여,35,04-Jun-98,28.7,10,선불,CAT 200,이탈,ASAD90,2
K151010,여,67,21-Feb-96,56.5,1,선불,CAT 200,이탈,ASAD90,4
K151020,남,56,01-May-99,17.666667,2,선불,CAT 200,유지,ASAD170,3
K151030,여,40,28-Jul-99,14.733333,0,선불,CAT 200,유지,S80,2
K151040,남,30,27-Jun-96,52.266667,0,선불,CAT 200,유지,ASAD170,1
K151050,여,39,22-Sep-99,12.866667,0,선불,CAT 200,유지,S80,2
K151060,남,28,17-Oct-98,24.2,2,선불,CAT 200,이탈,ASAD90,3
K151070,남,36,28-Oct-98,23.833333,0,선불,CAT 200,유지,S80,
K151080,남,33,01-Sep-98,25.733333,2,선불,CAT 200,이탈,ASAD90,1
K151090,남,41,13-Aug-96,50.7,2,선불,CAT 200,이탈,ASAD90,2
K151100,남,32,07-Dec-96,46.833333,2,선불,CAT 200,유지,S50,5
K151110,남,68,08-Oct-98,24.5,2,선불,CAT 200,유지,ASAD170,5
K151120,여,52,02-Oct-96,49.033333,9,선불,CAT 200,이탈,ASAD90,3
K151130,남,44,13-Sep-98,25.333333,0,선불,CAT 200,유지,ASAD170,3
K151140,여,36,19-Jan-98,33.233333,1,선불,CAT 200,유지,S80,1
K151150,여,33,28-Dec-98,21.8,0,선불,CAT 200,유지,S80,4
K151160,여,27,21-May-96,53.5,0,선불,CAT 200,유지,S50,5
K151170,남,28,18-Jul-96,51.566667,1,선불,CAT 200,유지,S50,3
K151180,남,28,19-Jan-98,33.233333,0,선불,CAT 200,유지,S80,
K151190,남,37,09-Dec-97,34.6,0,선불,CAT 200,유지,S80,5
K151200,남,48,19-Jun-98,28.2,0,선불,CAT 200,유지,S80,2
K151210,여,32,17-Oct-98,24.2,2,선불,CAT 200,유지,ASAD170,3
K151220,여,28,19-Mar-97,43.433333,0,선불,CAT 200,이탈,ASAD90,1
K151230,여,31,15-Feb-96,56.7,1,선불,CAT 200,유지,S80,2
K151240,남,35,01-Jan-98,33.833333,9,선불,CAT 200,유지,ASAD170,5
K151250,여,30,10-Mar-96,55.9,2,선불,CAT 200,유지,ASAD170,4
K151260,여,28,08-Aug-98,26.533333,2,선불,CAT 200,이탈,ASAD90,1
K151270,여,33,11-Dec-96,46.7,1,선불,CAT 200,이탈,ASAD90,
K151280,여,29,07-Jul-97,39.766667,0,선불,CAT 200,이탈,S80,3
K151290,남,56,18-Nov-97,35.3,1,선불,CAT 200,이탈,ASAD90,5
K151300,여,30,19-Nov-97,35.266667,2,선불,CAT 200,유지,ASAD170,1
K151310,남,43,24-Sep-96,49.3,8,선불,CAT 200,유지,ASAD170,3
K151320,남,56,14-May-98,29.4,2,선불,CAT 200,이탈,S50,1
K151330,여,26,16-Mar-99,19.2,2,선불,CAT 200,이탈,ASAD90,4
K151340,여,48,14-Aug-97,38.5,1,선불,CAT 200,유지,S50,4
K151350,여,26,03-Sep-98,25.666667,1,선불,CAT 200,유지,S50,1
K151360,여,42,15-Nov-96,47.566667,1,선불,CAT 200,유지,ASAD170,1
K151370,남,41,13-Mar-96,55.8,2,선불,CAT 200,유지,ASAD170,4
K151380,여,33,19-Jun-96,52.533333,9,선불,CAT 200,유지,ASAD170,3
K151390,여,42,06-Oct-98,24.566667,2,선불,CAT 200,유지,S80,1
K151400,여,32,05-Dec-98,22.566667,7,선불,CAT 200,이탈,ASAD90,5
K151410,여,28,28-Oct-97,36,9,선불,CAT 200,이탈,ASAD90,5
K151420,여,26,25-Nov-99,10.733333,2,선불,CAT 200,유지,S50,5
